82.087	88.452	85.408	78.195	76.889	83.716	86.476	90.997	93.158
82.052	88.991	82.978	90.682	75.953	84.555	86.411	93.013	94.654
79.608	90.918	80.169	97.944	74.983	86.59	84.5	97.32	90.397
83.548	94.148	76.708	100.945	74.686	85.832	82.984	98.942	90.145
81.366	108.547	75.923	120.019	73.844	108.512	82.348	99.533	88.52
82.605	142.646	80.197	149.639	75.694	147.108	82.912	115.04	92.097
87.049	158.881	87.229	162.761	77.768	156.016	87.536	130.41	95.006
91.688	175.807	93.291	169.176	79.887	168.222	95.933	143.116	97.295
