99.236	103.686	103.292	93.046	99.382	102.512	103.01
103.275	107.01	108.379	96.571	96.647	105.996	102.47
108.741	111.738	114.545	99.744	99.994	107.883	103.011
115.656	115.518	120.53	104.091	98.521	108.948	104.387
141.401	140.672	143.185	104.169	97.758	107.885	106.208
169.466	169.912	171.546	102.672	97.98	106.572	109.428
192.21	189.272	188.792	103.457	98.742	104.153	114.425
204.925	203.303	201.321	106.405	104.402	102.708	110.694
